CustomerID,LastPurchaseDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13940,2011-11-22 15:15:00,16,4,839.14,4,4,3,443,Loyal
13941,2011-11-18 09:43:00,21,5,5112.96,4,4,5,445,Loyal
13946,2011-09-21 13:33:00,78,3,561.57,2,3,3,233,At Risk
13947,2011-10-05 14:42:00,64,1,90.60000000000001,3,1,1,311,Potential Loyal
13948,2010-12-14 10:18:00,360,1,102.0,1,1,1,111,Lost
13949,2011-12-07 09:35:00,2,6,2427.32,5,5,5,555,Champion
13950,2011-11-28 14:44:00,10,4,745.0600000000001,5,4,3,543,Loyal
13951,2011-06-16 16:43:00,175,3,674.45,2,3,3,233,At Risk
13952,2011-05-06 09:00:00,217,2,3251.071,1,2,5,125,Big Spender
13953,2011-12-02 16:04:00,6,7,3515.68,5,5,5,555,Champion
13954,2011-12-08 12:50:00,1,2,439.92,5,3,2,532,Potential Loyal
13955,2011-07-08 17:19:00,153,2,322.96,2,3,2,232,At Risk
13956,2011-12-04 13:20:00,4,5,1019.27,5,4,4,544,Loyal
13959,2011-09-21 15:06:00,78,3,594.04,2,3,3,233,At Risk
13960,2011-11-18 15:27:00,20,2,230.22,4,3,1,431,Potential Loyal
13962,2011-11-18 08:47:00,21,2,169.54999999999998,4,3,1,431,Potential Loyal
13963,2011-02-04 14:43:00,307,4,664.54,1,4,3,143,At Risk
13967,2011-07-17 12:02:00,145,1,80.7,2,1,1,211,Lost
13969,2011-12-02 15:11:00,6,18,9024.17,5,5,5,555,Champion
13971,2011-11-21 12:06:00,18,8,2758.26,4,5,5,455,Loyal
13972,2011-09-30 11:54:00,70,2,190.25,3,3,1,331,Loyal
13973,2011-02-25 15:21:00,286,1,264.7,1,1,2,112,Lost
13974,2011-10-21 14:41:00,48,1,413.59000000000003,3,1,2,312,Potential Loyal
13975,2011-11-08 13:19:00,30,6,2461.2400000000002,4,5,5,455,Loyal
13976,2011-05-17 09:13:00,206,1,357.98,1,1,2,112,Lost
13978,2011-11-25 11:36:00,14,2,196.79,4,3,1,431,Potential Loyal
13979,2011-09-27 13:32:00,72,1,869.87,2,1,3,213,Lost
13980,2011-10-10 13:34:00,59,1,200.14,3,1,1,311,Potential Loyal
13982,2011-10-31 16:24:00,38,4,1871.81,3,4,4,344,Loyal
13983,2011-11-10 11:06:00,29,12,2603.43,4,5,5,455,Loyal
13984,2011-11-13 12:38:00,26,5,920.51,4,4,3,443,Loyal
13985,2011-12-05 17:06:00,3,15,7060.13,5,5,5,555,Champion
13986,2011-11-22 15:00:00,16,1,320.46,4,1,2,412,Potential Loyal
13988,2011-11-20 10:15:00,19,6,4147.96,4,5,5,455,Loyal
13989,2011-10-05 09:47:00,65,2,1266.08,3,3,4,334,Loyal
13990,2011-05-10 15:19:00,212,1,311.3,1,1,2,112,Lost
13991,2011-11-27 16:18:00,11,6,852.88,5,5,3,553,Champion
13992,2011-11-09 15:23:00,29,1,76.8,4,1,1,411,Potential Loyal
13993,2011-10-28 09:06:00,42,9,3466.36,3,5,5,355,Loyal
13994,2011-12-06 11:05:00,3,6,2274.14,5,5,5,555,Champion
13995,2011-11-24 14:22:00,14,5,1393.69,4,4,4,444,Loyal
13999,2011-11-29 13:40:00,9,12,3901.81,5,5,5,555,Champion
14000,2011-05-12 16:50:00,210,1,635.66,1,1,3,113,Lost
14001,2011-10-25 10:31:00,45,3,2043.0800000000002,3,3,4,334,Loyal
14002,2011-07-28 15:55:00,133,2,529.73,2,3,3,233,At Risk
14004,2011-10-27 14:40:00,42,7,4582.64,3,5,5,355,Loyal
14005,2011-11-30 12:41:00,9,5,2874.72,5,4,5,545,Loyal
14006,2011-08-16 09:39:00,115,3,962.19,2,3,4,234,At Risk
14009,2011-05-25 15:47:00,197,2,695.61,1,3,3,133,At Risk
14012,2011-03-07 12:26:00,277,1,328.8,1,1,2,112,Lost
14013,2011-08-21 15:01:00,109,3,473.02,2,3,2,232,At Risk
14014,2011-09-23 13:18:00,76,1,505.18,2,1,3,213,Lost
14015,2011-10-18 10:02:00,52,1,917.34,3,1,3,313,Potential Loyal
14016,2011-07-01 11:29:00,161,4,4341.21,2,4,5,245,At Risk
14019,2011-10-24 10:13:00,46,3,1421.6100000000001,3,3,4,334,Loyal
14020,2011-11-23 09:22:00,16,2,642.8,4,3,3,433,Potential Loyal
14021,2011-07-07 15:46:00,154,3,631.9,2,3,3,233,At Risk
14022,2011-04-28 14:39:00,224,1,440.0,1,1,2,112,Lost
14023,2011-12-02 13:58:00,6,2,584.07,5,3,3,533,Potential Loyal
14024,2011-08-10 11:30:00,121,2,327.7,2,3,2,232,At Risk
14027,2011-10-10 09:01:00,60,1,104.82,3,1,1,311,Potential Loyal
14029,2011-10-07 14:46:00,62,2,467.66,3,3,2,332,Loyal
14030,2011-11-21 16:48:00,17,8,2358.84,4,5,5,455,Loyal
14031,2011-12-02 17:13:00,6,19,17286.86,5,5,5,555,Champion
14032,2011-12-07 15:23:00,1,11,2975.59,5,5,5,555,Champion
14034,2011-11-17 14:02:00,21,3,648.89,4,3,3,433,Potential Loyal
14035,2011-11-11 10:03:00,28,5,1428.02,4,4,4,444,Loyal
14036,2011-02-28 09:26:00,284,1,626.65,1,1,3,113,Lost
14037,2011-06-16 13:57:00,175,2,147.20000000000002,2,3,1,231,At Risk
14038,2011-09-22 13:37:00,77,3,1560.38,2,3,4,234,At Risk
14039,2011-11-06 13:48:00,32,1,152.2,4,1,1,411,Potential Loyal
14040,2011-10-30 12:42:00,40,12,3560.32,3,5,5,355,Loyal
14041,2011-03-18 13:25:00,265,1,141.41,1,1,1,111,Lost
14044,2011-11-13 12:05:00,26,4,646.42,4,4,3,443,Loyal
14045,2011-08-22 15:27:00,108,4,1659.75,2,4,4,244,At Risk
14046,2011-02-28 14:48:00,283,1,154.99,1,1,1,111,Lost
14047,2011-12-01 11:43:00,8,5,1308.6100000000001,5,4,4,544,Loyal
14048,2011-02-07 14:53:00,304,1,409.93,1,1,2,112,Lost
14049,2011-11-23 12:20:00,16,4,5578.72,4,4,5,445,Loyal
14050,2011-11-08 10:00:00,31,2,746.36,4,3,3,433,Potential Loyal
14051,2011-12-09 10:20:00,0,23,15610.390000000001,5,5,5,555,Champion
14052,2011-11-20 12:30:00,19,1,225.35999999999999,4,1,1,411,Potential Loyal
14053,2011-08-07 14:27:00,123,2,260.25,2,3,2,232,At Risk
14054,2011-10-05 15:49:00,64,1,92.46000000000001,3,1,1,311,Potential Loyal
14055,2011-08-25 15:04:00,105,1,725.6400000000001,2,1,3,213,Lost
14056,2011-12-08 13:36:00,0,23,8152.71,5,5,5,555,Champion
14057,2011-11-16 10:32:00,23,17,6211.66,4,5,5,455,Loyal
14059,2011-03-18 10:06:00,266,1,183.6,1,1,1,111,Lost
14060,2011-12-05 12:29:00,4,19,6140.42,5,5,5,555,Champion
14062,2011-11-30 10:04:00,9,12,10464.85,5,5,5,555,Champion
14064,2011-11-10 13:14:00,28,5,1334.34,4,4,4,444,Loyal
14066,2011-03-18 12:21:00,266,1,152.55,1,1,1,111,Lost
14067,2011-10-07 10:21:00,63,2,374.7,3,3,2,332,Loyal
14068,2011-01-23 16:02:00,319,1,265.85,1,1,2,112,Lost
14071,2011-12-06 12:27:00,3,8,1437.57,5,5,4,554,Champion
14073,2011-11-07 15:49:00,31,1,151.04,4,1,1,411,Potential Loyal
14075,2011-12-05 08:38:00,4,3,942.26,5,3,4,534,Potential Loyal
14076,2011-08-02 15:19:00,128,1,118.67,2,1,1,211,Lost
14077,2011-10-30 12:35:00,40,5,499.42,3,4,3,343,Loyal
14078,2011-08-30 12:16:00,101,6,1049.37,2,5,4,254,At Risk
14079,2011-08-07 12:10:00,124,1,375.1,2,1,2,212,Lost
14080,2011-11-07 11:09:00,32,1,45.599999999999994,4,1,1,411,Potential Loyal
14081,2011-02-10 16:17:00,301,2,921.62,1,3,3,133,At Risk
14082,2010-12-10 11:02:00,364,1,182.25,1,1,1,111,Lost
14083,2011-12-05 13:14:00,3,9,1002.9,5,5,4,554,Champion
14085,2011-12-07 13:46:00,1,18,4421.29,5,5,5,555,Champion
14087,2011-12-07 12:41:00,2,1,191.47,5,1,1,511,Potential Loyal
14088,2011-11-29 16:16:00,9,13,50491.81,5,5,5,555,Champion
14089,2011-10-14 10:38:00,56,1,158.75,3,1,1,311,Potential Loyal
14090,2011-01-19 10:51:00,324,1,76.32000000000001,1,1,1,111,Lost
14092,2011-12-02 12:13:00,7,14,4076.9100000000003,5,5,5,555,Champion
14093,2011-11-27 16:27:00,11,1,433.86,5,1,2,512,Potential Loyal
14096,2011-12-05 17:17:00,3,17,65164.79,5,5,5,555,Champion
14098,2011-11-03 10:13:00,36,1,147.35,3,1,1,311,Potential Loyal
14099,2011-11-23 13:53:00,15,11,3104.17,4,5,5,455,Loyal
14100,2011-07-25 11:01:00,137,1,191.95,2,1,1,211,Lost
14101,2011-09-27 12:28:00,73,6,5976.79,2,5,5,255,At Risk
14102,2011-12-04 15:38:00,4,5,1105.8799999999999,5,4,4,544,Loyal
14104,2011-07-08 12:50:00,154,2,216.21,2,3,1,231,At Risk
14105,2011-04-14 17:58:00,238,1,1266.23,1,1,4,114,Lost
14107,2011-10-19 12:12:00,51,7,2703.23,3,5,5,355,Loyal
14108,2011-11-09 10:41:00,30,2,597.91,4,3,3,433,Potential Loyal
14109,2011-09-28 10:18:00,72,1,144.2,2,1,1,211,Lost
14110,2011-12-06 12:26:00,3,12,5683.15,5,5,5,555,Champion
14111,2011-11-25 13:44:00,13,4,692.85,4,4,3,443,Loyal
14112,2011-11-17 12:30:00,22,7,2915.15,4,5,5,455,Loyal
14113,2011-12-06 12:18:00,3,4,1840.42,5,4,4,544,Loyal
14114,2011-03-11 09:42:00,273,2,386.53,1,3,2,132,At Risk
14116,2011-11-20 10:29:00,19,5,1382.74,4,4,4,444,Loyal
14117,2011-07-19 09:49:00,143,1,90.0,2,1,1,211,Lost
14121,2011-12-06 12:19:00,3,4,2780.15,5,4,5,545,Loyal
14124,2011-09-16 13:32:00,83,1,419.58,2,1,2,212,Lost
14125,2011-11-29 12:47:00,10,3,2720.63,5,3,5,535,Potential Loyal
14126,2011-12-02 11:45:00,7,3,706.1300000000001,5,3,3,533,Potential Loyal
14127,2011-08-09 10:49:00,122,3,709.71,2,3,3,233,At Risk
14128,2011-10-10 12:00:00,60,2,637.5,3,3,3,333,Loyal
14129,2011-12-08 11:02:00,1,5,1123.8600000000001,5,4,4,544,Loyal
14130,2011-01-24 16:05:00,318,1,480.91,1,1,2,112,Lost
14132,2011-12-07 13:35:00,1,11,3586.03,5,5,5,555,Champion
14133,2011-08-02 11:34:00,129,3,605.64,2,3,3,233,At Risk
14135,2011-12-08 11:38:00,1,15,4690.31,5,5,5,555,Champion
14138,2011-12-08 12:44:00,1,2,965.88,5,3,4,534,Potential Loyal
14139,2011-10-24 13:34:00,45,1,415.82,3,1,2,312,Potential Loyal
14140,2011-12-06 09:05:00,3,2,935.05,5,3,4,534,Potential Loyal
14141,2011-12-07 09:53:00,2,4,915.13,5,4,3,543,Loyal
14142,2010-12-01 16:33:00,372,1,311.81,1,1,2,112,Lost
14143,2011-07-29 09:48:00,133,1,115.8,2,1,1,211,Lost
14145,2011-10-24 12:10:00,46,4,3742.2,3,4,5,345,Loyal
14146,2011-12-01 10:18:00,8,5,4191.0,5,4,5,545,Loyal
14147,2011-09-22 18:10:00,77,2,483.4,2,3,2,232,At Risk
14148,2011-04-20 12:02:00,233,1,157.2,1,1,1,111,Lost
14149,2011-05-03 09:44:00,220,1,446.62,1,1,2,112,Lost
14150,2011-11-04 10:05:00,35,2,658.64,3,3,3,333,Loyal
14152,2011-09-25 12:54:00,74,2,621.29,2,3,3,233,At Risk
14154,2011-04-14 16:26:00,238,2,1345.62,1,3,4,134,At Risk
14155,2011-03-18 14:13:00,265,1,118.75,1,1,1,111,Lost
14156,2011-11-30 10:54:00,9,55,117210.08,5,5,5,555,Champion
14157,2011-11-20 11:32:00,19,2,424.89000000000004,4,3,2,432,Potential Loyal
14158,2011-10-30 15:08:00,39,1,507.65999999999997,3,1,3,313,Potential Loyal
14159,2011-11-20 12:36:00,19,11,4630.35,4,5,5,455,Loyal
14161,2011-05-08 11:41:00,215,3,1097.6200000000001,1,3,4,134,At Risk
14162,2011-06-19 11:36:00,173,2,289.36,2,3,2,232,At Risk
14163,2011-09-13 15:18:00,86,4,2445.91,2,4,5,245,At Risk
14164,2011-09-30 12:24:00,70,2,1631.77,3,3,4,334,Loyal
14165,2011-03-09 12:39:00,275,1,120.44,1,1,1,111,Lost
14167,2011-10-31 14:29:00,38,4,562.59,3,4,3,343,Loyal
14171,2011-09-02 16:43:00,97,1,363.79,2,1,2,212,Lost
14173,2011-11-29 11:54:00,10,4,450.84,5,4,2,542,Loyal
14174,2011-11-06 13:17:00,32,1,134.46,4,1,1,411,Potential Loyal
14175,2011-10-11 11:55:00,59,3,3222.3,3,3,5,335,Big Spender
14176,2011-02-15 13:12:00,296,4,576.9000000000001,1,4,3,143,At Risk
14177,2011-09-14 15:11:00,85,4,549.46,2,4,3,243,At Risk
14178,2011-12-01 12:01:00,8,7,1600.26,5,5,4,554,Champion
14179,2011-10-30 12:07:00,40,2,701.57,3,3,3,333,Loyal
14180,2011-11-29 10:56:00,10,25,4748.52,5,5,5,555,Champion
14184,2011-10-04 12:43:00,66,1,452.89,3,1,2,312,Potential Loyal
14185,2011-01-12 13:52:00,330,1,197.65,1,1,1,111,Lost
14188,2011-11-09 12:45:00,30,6,2054.36,4,5,4,454,Loyal
14189,2011-12-07 15:55:00,1,15,4654.08,5,5,5,555,Champion
14191,2011-12-08 09:23:00,1,13,4684.76,5,5,5,555,Champion
14193,2011-10-03 09:34:00,67,2,853.39,3,3,3,333,Loyal
14194,2011-12-05 10:38:00,4,21,11349.52,5,5,5,555,Champion
14195,2011-05-22 10:29:00,201,2,1012.0,1,3,4,134,At Risk
14196,2011-08-25 10:25:00,106,1,335.52,2,1,2,212,Lost
14198,2011-11-21 16:35:00,17,4,701.4,4,4,3,443,Loyal
14199,2011-05-05 13:44:00,217,1,185.39999999999998,1,1,1,111,Lost
14201,2011-10-10 13:27:00,59,7,747.44,3,5,3,353,Loyal
14204,2011-12-07 13:38:00,1,1,150.61,5,1,1,511,Potential Loyal
14205,2011-11-23 10:55:00,16,2,466.7,4,3,2,432,Potential Loyal
14206,2011-04-14 16:38:00,238,1,328.15999999999997,1,1,2,112,Lost
14208,2011-09-06 12:48:00,94,1,151.74,2,1,1,211,Lost
14209,2011-11-29 10:18:00,10,6,2073.43,5,5,5,555,Champion
14210,2011-08-26 12:36:00,105,6,1905.8400000000001,2,5,4,254,At Risk
14211,2011-10-17 13:23:00,52,9,2241.1,3,5,5,355,Loyal
14212,2011-09-11 12:45:00,89,1,1070.48,2,1,4,214,Lost
14214,2011-11-09 10:31:00,30,5,1004.38,4,4,4,444,Loyal
14215,2011-11-28 12:19:00,11,6,1789.72,5,5,4,554,Champion
14216,2011-12-06 14:56:00,2,4,1839.3,5,4,4,544,Loyal
14217,2011-12-08 11:53:00,1,17,2004.98,5,5,4,554,Champion
14218,2011-10-28 10:00:00,42,1,169.48000000000002,3,1,1,311,Potential Loyal
14219,2011-12-05 16:23:00,3,1,89.94,5,1,1,511,Potential Loyal
14220,2011-04-06 13:23:00,246,2,632.4000000000001,1,3,3,133,At Risk
14221,2011-10-28 13:42:00,41,9,3432.8,3,5,5,355,Loyal
14222,2011-06-15 16:42:00,176,1,683.17,2,1,3,213,Lost
14223,2011-09-08 13:38:00,91,3,991.13,2,3,4,234,At Risk
14224,2011-08-21 13:24:00,109,4,1009.73,2,4,4,244,At Risk
14226,2011-11-11 11:34:00,28,5,2214.79,4,4,5,445,Loyal
14227,2011-11-13 15:48:00,25,10,3350.96,4,5,5,455,Loyal
14229,2011-10-19 10:04:00,51,3,1547.2,3,3,4,334,Loyal
14231,2011-06-09 11:05:00,183,3,925.71,1,3,3,133,At Risk
14232,2011-10-28 11:09:00,42,5,2048.07,3,4,4,344,Loyal
14233,2011-10-21 15:54:00,48,4,1462.72,3,4,4,344,Loyal
14234,2011-11-17 17:53:00,21,4,754.12,4,4,3,443,Loyal
14235,2011-09-25 14:37:00,74,5,3144.86,2,4,5,245,At Risk
14236,2011-09-20 09:13:00,80,2,490.86,2,3,3,233,At Risk
14237,2010-12-01 13:20:00,372,1,161.0,1,1,1,111,Lost
14238,2011-01-17 14:40:00,325,1,146.85,1,1,1,111,Lost
14239,2011-10-27 14:40:00,42,11,2380.85,3,5,5,355,Loyal
14240,2011-11-09 13:45:00,29,2,890.34,4,3,3,433,Potential Loyal
14241,2011-06-09 11:46:00,183,1,213.70000000000002,1,1,1,111,Lost
14242,2011-04-19 11:46:00,234,2,280.55,1,3,2,132,At Risk
14243,2011-12-01 11:12:00,8,10,2588.77,5,5,5,555,Champion
14245,2011-05-04 08:40:00,219,2,1693.45,1,3,4,134,At Risk
14246,2011-08-21 11:50:00,110,3,1474.06,2,3,4,234,At Risk
14247,2011-03-06 15:21:00,277,1,136.77,1,1,1,111,Lost
14248,2011-01-25 14:45:00,317,1,302.58,1,1,2,112,Lost
14250,2011-12-02 14:30:00,6,3,1904.05,5,3,4,534,Potential Loyal
14251,2011-12-08 08:32:00,1,5,2879.7000000000003,5,4,5,545,Loyal
14256,2011-03-24 13:17:00,259,2,969.0600000000001,1,3,4,134,At Risk
14257,2011-10-06 16:54:00,63,5,3099.7200000000003,3,4,5,345,Loyal
14258,2011-11-30 15:27:00,8,9,12669.98,5,5,5,555,Champion
14259,2011-07-21 10:44:00,141,1,120.0,2,1,1,211,Lost
14261,2011-10-20 10:04:00,50,2,1163.45,3,3,4,334,Loyal
14262,2011-12-01 14:17:00,7,8,2618.23,5,5,5,555,Champion
14264,2011-07-08 10:20:00,154,2,333.97,2,3,2,232,At Risk
14265,2011-08-22 13:32:00,108,2,530.18,2,3,3,233,At Risk
14267,2011-06-30 10:09:00,162,3,1516.24,2,3,4,234,At Risk
14270,2011-01-12 09:33:00,331,1,492.65000000000003,1,1,3,113,Lost
14271,2011-04-28 12:47:00,225,1,112.32000000000001,1,1,1,111,Lost
14272,2011-09-27 10:08:00,73,2,437.96,2,3,2,232,At Risk
14273,2011-10-19 13:20:00,50,4,559.97,3,4,3,343,Loyal
14276,2011-09-02 09:45:00,98,3,1119.74,2,3,4,234,At Risk
14277,2011-11-24 15:01:00,14,3,4188.0,4,3,5,435,Potential Loyal
14280,2011-05-27 10:37:00,196,1,134.04,1,1,1,111,Lost
14282,2011-12-06 17:04:00,2,15,3701.44,5,5,5,555,Champion
14284,2011-11-09 08:11:00,30,2,595.25,4,3,3,433,Potential Loyal
14285,2011-11-18 14:50:00,20,4,1910.01,4,4,4,444,Loyal
14286,2011-11-16 10:34:00,23,3,4628.75,4,3,5,435,Potential Loyal
14287,2011-12-01 13:25:00,7,3,176.63,5,3,1,531,Potential Loyal
14288,2011-05-10 13:22:00,212,1,426.6,1,1,2,112,Lost
14289,2011-12-01 11:44:00,8,6,911.26,5,5,3,553,Champion
14290,2011-11-28 14:02:00,10,5,2314.65,5,4,5,545,Loyal
14291,2011-12-08 10:26:00,1,11,3883.25,5,5,5,555,Champion
14292,2011-12-02 11:50:00,7,9,4871.93,5,5,5,555,Champion
14293,2011-12-06 15:17:00,2,4,1046.56,5,4,4,544,Loyal
14295,2011-10-30 15:50:00,39,1,166.20000000000002,3,1,1,311,Potential Loyal
14297,2011-11-22 09:06:00,17,4,1305.33,4,4,4,444,Loyal
14298,2011-12-01 13:12:00,7,44,51527.3,5,5,5,555,Champion
14299,2011-12-01 16:05:00,7,9,3965.62,5,5,5,555,Champion
14300,2011-11-21 08:57:00,18,1,43.2,4,1,1,411,Potential Loyal
14301,2011-08-14 15:33:00,116,1,640.14,2,1,3,213,Lost
14304,2011-05-01 11:50:00,222,1,383.45,1,1,2,112,Lost
14305,2011-09-29 15:29:00,70,3,1858.96,3,3,4,334,Loyal
14306,2011-10-19 13:23:00,50,2,2093.32,3,3,5,335,Big Spender
14307,2011-09-12 09:38:00,88,6,2995.7200000000003,2,5,5,255,At Risk
14309,2011-12-01 13:33:00,7,9,2352.53,5,5,5,555,Champion
14311,2011-04-11 10:14:00,242,1,310.26,1,1,2,112,Lost
14312,2011-10-24 09:46:00,46,6,1611.5900000000001,3,5,4,354,Loyal
14314,2011-08-25 10:39:00,106,1,120.0,2,1,1,211,Lost
14315,2011-10-26 12:06:00,44,6,2481.13,3,5,5,355,Loyal
14317,2011-10-06 10:44:00,64,1,508.58,3,1,3,313,Potential Loyal
14320,2011-05-17 09:24:00,206,2,477.79,1,3,2,132,At Risk
14321,2011-11-29 09:47:00,10,5,1530.75,5,4,4,544,Loyal
14323,2011-08-17 11:37:00,114,2,605.0600000000001,2,3,3,233,At Risk
14326,2011-04-11 15:04:00,241,1,183.85,1,1,1,111,Lost
14327,2011-06-29 13:58:00,162,1,311.65000000000003,2,1,2,212,Lost
14329,2011-11-22 15:50:00,16,7,4975.24,4,5,5,455,Loyal
14331,2011-08-07 13:17:00,123,2,462.66,2,3,2,232,At Risk
14332,2011-11-17 11:54:00,22,3,840.21,4,3,3,433,Potential Loyal
14333,2011-10-03 10:38:00,67,1,415.2,3,1,2,312,Potential Loyal
14334,2011-11-23 10:01:00,16,8,2552.21,4,5,5,455,Loyal
14335,2011-11-23 13:41:00,15,2,454.86,4,3,2,432,Potential Loyal
14336,2011-11-23 11:40:00,16,4,1614.91,4,4,4,444,Loyal
14338,2011-07-01 14:08:00,160,2,588.22,2,3,3,233,At Risk
14339,2011-04-11 11:06:00,242,1,309.52000000000004,1,1,2,112,Lost
14340,2011-05-05 09:44:00,218,1,134.7,1,1,1,111,Lost
14341,2011-10-25 15:48:00,44,8,2166.98,3,5,5,355,Loyal
14342,2011-11-18 13:21:00,20,4,668.5600000000001,4,4,3,443,Loyal
14344,2011-08-04 13:51:00,126,8,889.9300000000001,2,5,3,253,At Risk
14345,2011-11-01 09:51:00,38,1,108.98,3,1,1,311,Potential Loyal
14346,2011-08-11 09:47:00,120,2,1021.58,2,3,4,234,At Risk
14348,2011-03-24 16:23:00,259,1,409.57,1,1,2,112,Lost
14349,2011-11-29 15:39:00,9,1,133.5,5,1,1,511,Potential Loyal
14350,2011-03-10 14:14:00,273,1,282.93,1,1,2,112,Lost
14351,2011-06-28 11:56:00,164,1,51.0,2,1,1,211,Lost
14352,2011-07-05 15:41:00,156,4,1078.96,2,4,4,244,At Risk
14353,2011-05-08 16:06:00,214,1,90.6,1,1,1,111,Lost
14354,2011-12-04 11:32:00,5,2,163.62,5,3,1,531,Potential Loyal
14355,2010-12-09 12:16:00,365,1,174.4,1,1,1,111,Lost
14356,2011-09-21 09:18:00,79,2,701.23,2,3,3,233,At Risk
14357,2011-10-27 16:23:00,42,1,225.12,3,1,1,311,Potential Loyal
14359,2011-11-20 13:17:00,18,3,912.1800000000001,4,3,3,433,Potential Loyal
14360,2011-11-08 09:12:00,31,4,2118.03,4,4,5,445,Loyal
14362,2011-11-17 15:08:00,21,1,151.5,4,1,1,411,Potential Loyal
14364,2011-08-23 11:01:00,108,8,3717.35,2,5,5,255,At Risk
14367,2011-12-01 13:19:00,7,16,9227.82,5,5,5,555,Champion
14368,2011-01-24 09:52:00,319,1,155.0,1,1,1,111,Lost
14371,2011-02-17 16:35:00,294,1,100.5,1,1,1,111,Lost
14373,2010-12-16 15:40:00,357,1,76.55,1,1,1,111,Lost
14375,2011-06-07 13:44:00,184,1,235.56,1,1,1,111,Lost
14377,2011-06-01 13:32:00,190,2,617.05,1,3,3,133,At Risk
14379,2011-10-26 16:43:00,43,2,348.1,3,3,2,332,Loyal
14381,2011-10-18 17:10:00,51,1,202.68,3,1,1,311,Potential Loyal
14382,2011-11-13 16:18:00,25,1,615.49,4,1,3,413,Potential Loyal
14383,2011-11-01 15:53:00,37,3,1247.69,3,3,4,334,Loyal
14385,2011-11-30 15:36:00,8,3,202.10999999999999,5,3,1,531,Potential Loyal
14386,2011-02-16 09:45:00,296,1,142.4,1,1,1,111,Lost
14387,2011-11-07 12:29:00,32,3,1727.6,4,3,4,434,Potential Loyal
14388,2011-11-29 13:32:00,9,8,3212.84,5,5,5,555,Champion
14389,2011-10-05 15:17:00,64,2,1043.46,3,3,4,334,Loyal
14390,2011-11-29 13:49:00,9,9,4642.57,5,5,5,555,Champion
14393,2011-05-05 18:16:00,217,1,67.95,1,1,1,111,Lost
14395,2011-12-07 14:34:00,1,9,3479.91,5,5,5,555,Champion
14396,2011-10-05 16:09:00,64,2,487.99,3,3,3,333,Loyal
14397,2011-12-07 09:22:00,2,19,2612.96,5,5,5,555,Champion
14400,2011-07-13 15:50:00,148,1,574.7,2,1,3,213,Lost
14401,2011-12-05 13:30:00,3,13,4051.48,5,5,5,555,Champion
14403,2011-08-01 12:57:00,129,4,1475.81,2,4,4,244,At Risk
14404,2011-11-06 12:30:00,33,6,1449.32,3,5,4,354,Loyal
14406,2011-08-12 16:54:00,118,1,156.75,2,1,1,211,Lost
14407,2011-08-24 14:02:00,106,6,2157.73,2,5,5,255,At Risk
14408,2011-11-29 11:41:00,10,7,2599.03,5,5,5,555,Champion
14409,2011-09-29 18:18:00,70,6,2059.4500000000003,3,5,5,355,Loyal
14410,2011-09-08 15:08:00,91,9,1100.27,2,5,4,254,At Risk
14411,2011-02-02 10:56:00,310,1,1063.0,1,1,4,114,Lost
14412,2011-10-28 10:45:00,42,2,770.03,3,3,3,333,Loyal
14413,2010-12-12 13:37:00,361,1,121.05,1,1,1,111,Lost
14414,2011-09-09 12:09:00,91,7,1496.98,2,5,4,254,At Risk
14415,2011-12-08 14:38:00,0,13,5855.57,5,5,5,555,Champion
14416,2011-11-17 15:22:00,21,2,490.22,4,3,3,433,Potential Loyal
14418,2011-12-06 11:39:00,3,3,1937.25,5,3,4,534,Potential Loyal
14419,2011-11-29 11:22:00,10,6,1051.79,5,5,4,554,Champion
14420,2011-09-01 18:07:00,98,1,387.52,2,1,2,212,Lost
14421,2011-10-13 13:24:00,56,2,813.11,3,3,3,333,Loyal
14422,2011-12-09 11:26:00,0,6,4263.64,5,5,5,555,Champion
14423,2011-05-05 15:12:00,217,1,265.2,1,1,2,112,Lost
14424,2011-11-22 11:48:00,17,1,322.08,4,1,2,412,Potential Loyal
14426,2011-11-16 12:25:00,23,10,4481.67,4,5,5,455,Loyal
14427,2011-10-20 14:23:00,49,2,363.34000000000003,3,3,2,332,Loyal
14428,2011-12-02 13:17:00,6,5,1224.06,5,4,4,544,Loyal
14431,2011-02-10 10:40:00,302,1,470.36,1,1,2,112,Lost
14432,2011-11-30 08:04:00,9,6,2248.5,5,5,5,555,Champion
14434,2011-11-18 08:56:00,21,6,1372.8,4,5,4,454,Loyal
14436,2011-09-02 10:13:00,98,1,89.06,2,1,1,211,Lost
14437,2010-12-09 09:27:00,365,1,63.0,1,1,1,111,Lost
14438,2011-02-06 14:56:00,305,1,131.9,1,1,1,111,Lost
14439,2011-01-24 11:39:00,319,1,2661.24,1,1,5,115,Big Spender
14440,2011-12-01 15:42:00,7,5,2357.68,5,4,5,545,Loyal
14441,2011-12-09 09:07:00,0,4,1712.89,5,4,4,544,Loyal
14442,2011-05-19 11:36:00,204,2,1589.82,1,3,4,134,At Risk
14443,2011-10-17 10:10:00,53,4,1420.2,3,4,4,344,Loyal
14446,2011-12-09 11:34:00,0,4,1010.35,5,4,4,544,Loyal
14447,2011-11-21 08:28:00,18,5,1163.23,4,4,4,444,Loyal
14448,2011-11-30 13:50:00,8,2,375.35,5,3,2,532,Potential Loyal
14449,2011-11-21 12:06:00,18,4,885.8,4,4,3,443,Loyal
